date,week,week_era,station,temperature,weather,holiday,number
2015-04-01,3.0,0.0,53.0,14,1,0,79.0
2015-04-01,3.0,0.0,54.0,14,1,0,17.0
2015-04-01,3.0,0.0,55.0,14,1,0,46.0
2015-04-01,3.0,0.0,56.0,14,1,0,74.0
2015-04-01,3.0,0.0,57.0,14,1,0,39.0
2015-04-01,3.0,0.0,58.0,14,1,0,104.0
2015-04-01,3.0,0.0,60.0,14,1,0,59.0
2015-04-01,3.0,0.0,62.0,14,1,0,54.0
2015-04-01,3.0,0.0,63.0,14,1,0,27.0
2015-04-01,3.0,0.0,64.0,14,1,0,9.0
2015-04-01,3.0,0.0,65.0,14,1,0,29.0
2015-04-01,3.0,0.0,66.0,14,1,0,69.0
2015-04-01,3.0,0.0,67.0,14,1,0,62.0
2015-04-01,3.0,0.0,68.0,14,1,0,16.0
2015-04-01,3.0,0.0,69.0,14,1,0,28.0
2015-04-01,3.0,0.0,70.0,14,1,0,52.0
2015-04-01,3.0,0.0,71.0,14,1,0,37.0
2015-04-01,3.0,0.0,72.0,14,1,0,2.0
2015-04-01,3.0,0.0,73.0,14,1,0,33.0
2015-04-01,3.0,0.0,74.0,14,1,0,52.0
2015-04-01,3.0,0.0,75.0,14,1,0,24.0
2015-04-01,3.0,0.0,76.0,14,1,0,68.0
2015-04-01,3.0,0.0,77.0,14,1,0,12.0
2015-04-01,3.0,0.0,78.0,14,1,0,28.0
2015-04-01,3.0,0.0,79.0,14,1,0,18.0
2015-04-01,3.0,0.0,80.0,14,1,0,11.0
2015-04-01,3.0,0.0,81.0,14,1,0,35.0
2015-04-01,3.0,0.0,82.0,14,1,0,1.0
2015-04-01,3.0,0.0,83.0,14,1,0,9.0
2015-04-01,3.0,0.0,84.0,14,1,0,20.0
2015-04-01,3.0,0.0,85.0,14,1,0,2.0
2015-04-01,3.0,0.0,86.0,14,1,0,23.0
2015-04-01,3.0,0.0,87.0,14,1,0,12.0
2015-04-01,3.0,0.0,88.0,14,1,0,21.0
2015-04-01,3.0,0.0,89.0,14,1,0,1.0
2015-04-01,3.0,0.0,90.0,14,1,0,25.0
2015-04-01,3.0,0.0,91.0,14,1,0,14.0
2015-04-01,3.0,0.0,101.0,14,1,0,54.0
2015-04-01,3.0,0.0,104.0,14,1,0,23.0
2015-04-01,3.0,0.0,105.0,14,1,0,36.0
2015-04-01,3.0,0.0,112.0,14,1,0,45.0
2015-04-01,3.0,0.0,113.0,14,1,0,32.0
2015-04-01,3.0,0.0,116.0,14,1,0,15.0
2015-04-01,3.0,0.0,117.0,14,1,0,20.0
2015-04-01,3.0,0.0,118.0,14,1,0,21.0
2015-04-01,3.0,0.0,119.0,14,1,0,19.0
2015-04-01,3.0,0.0,120.0,14,1,0,44.0
2015-04-01,3.0,0.0,121.0,14,1,0,54.0
2015-04-01,3.0,0.0,122.0,14,1,0,29.0
2015-04-01,3.0,0.0,123.0,14,1,0,30.0
2015-04-01,3.0,0.0,124.0,14,1,0,52.0
2015-04-01,3.0,0.0,125.0,14,1,0,31.0
2015-04-01,3.0,0.0,126.0,14,1,0,51.0
2015-04-01,3.0,0.0,127.0,14,1,0,38.0
2015-04-01,3.0,0.0,128.0,14,1,0,19.0
2015-04-01,3.0,0.0,129.0,14,1,0,40.0
2015-04-01,3.0,0.0,130.0,14,1,0,10.0
2015-04-01,3.0,0.0,131.0,14,1,0,48.0
2015-04-01,3.0,0.0,132.0,14,1,0,75.0
2015-04-01,3.0,0.0,133.0,14,1,0,53.0
2015-04-01,3.0,0.0,134.0,14,1,0,62.0
2015-04-01,3.0,0.0,135.0,14,1,0,105.0
2015-04-01,3.0,0.0,136.0,14,1,0,108.0
2015-04-01,3.0,0.0,137.0,14,1,0,64.0
2015-04-01,3.0,0.0,138.0,14,1,0,18.0
2015-04-01,3.0,0.0,139.0,14,1,0,45.0
2015-04-01,3.0,0.0,140.0,14,1,0,38.0
2015-04-01,3.0,0.0,141.0,14,1,0,70.0
2015-04-01,3.0,0.0,142.0,14,1,0,47.0
2015-04-01,3.0,0.0,143.0,14,1,0,63.0
2015-04-01,3.0,0.0,144.0,14,1,0,57.0
2015-04-01,3.0,0.0,145.0,14,1,0,61.0
2015-04-01,3.0,0.0,146.0,14,1,0,82.0
2015-04-01,3.0,0.0,148.0,14,1,0,34.0
2015-04-01,3.0,0.0,149.0,14,1,0,155.0
2015-04-01,3.0,0.0,150.0,14,1,0,61.0
2015-04-01,3.0,0.0,151.0,14,1,0,29.0
2015-04-01,3.0,0.0,152.0,14,1,0,46.0
2015-04-01,3.0,0.0,153.0,14,1,0,54.0
2015-04-01,3.0,0.0,155.0,14,1,0,93.0
2015-04-01,3.0,0.0,156.0,14,1,0,101.0
2015-04-01,3.0,0.0,157.0,14,1,0,32.0
2015-04-01,3.0,0.0,158.0,14,1,0,48.0
2015-04-01,3.0,0.0,159.0,14,1,0,58.0
2015-04-01,3.0,0.0,160.0,14,1,0,67.0
2015-04-01,3.0,0.0,161.0,14,1,0,139.0
2015-04-01,3.0,0.0,162.0,14,1,0,57.0
2015-04-01,3.0,0.0,165.0,14,1,0,137.0
2015-04-01,3.0,0.0,168.0,14,1,0,108.0
2015-04-01,3.0,0.0,169.0,14,1,0,102.0
2015-04-01,3.0,0.0,170.0,14,1,0,142.0
2015-04-01,3.0,0.0,172.0,14,1,0,33.0
2015-04-01,3.0,0.0,173.0,14,1,0,145.0
2015-04-01,3.0,0.0,175.0,14,1,0,42.0
2015-04-01,3.0,0.0,176.0,14,1,0,35.0
2015-04-01,3.0,0.0,177.0,14,1,0,52.0
2015-04-01,3.0,0.0,178.0,14,1,0,75.0
2015-04-01,3.0,0.0,179.0,14,1,0,59.0
2015-04-01,3.0,0.0,180.0,14,1,0,83.0
2015-04-01,3.0,0.0,181.0,14,1,0,104.0
2015-04-01,3.0,0.0,182.0,14,1,0,94.0
2015-04-01,3.0,0.0,183.0,14,1,0,90.0
2015-04-01,3.0,0.0,184.0,14,1,0,106.0
2015-04-01,3.0,0.0,185.0,14,1,0,132.0
2015-04-01,3.0,0.0,186.0,14,1,0,170.0
2015-04-01,3.0,0.0,187.0,14,1,0,88.0
2015-04-01,3.0,0.0,188.0,14,1,0,63.0
2015-04-01,3.0,0.0,189.0,14,1,0,17.0
2015-04-01,3.0,0.0,190.0,14,1,0,47.0
2015-04-01,3.0,0.0,191.0,14,1,0,87.0
2015-04-01,3.0,0.0,194.0,14,1,0,80.0
2015-04-01,3.0,0.0,196.0,14,1,0,25.0
2015-04-01,3.0,0.0,197.0,14,1,0,58.0
2015-04-01,3.0,0.0,199.0,14,1,0,49.0
2015-04-01,3.0,0.0,201.0,14,1,0,10.0
2015-04-01,3.0,0.0,202.0,14,1,0,27.0
2015-04-01,3.0,0.0,203.0,14,1,0,15.0
2015-04-01,3.0,0.0,204.0,14,1,0,10.0
2015-04-01,3.0,0.0,205.0,14,1,0,0.0
2015-04-01,3.0,0.0,206.0,14,1,0,1.0
2015-04-01,3.0,0.0,207.0,14,1,0,8.0
2015-04-01,3.0,0.0,208.0,14,1,0,22.0
2015-04-01,3.0,0.0,209.0,14,1,0,17.0
2015-04-01,3.0,0.0,210.0,14,1,0,14.0
2015-04-01,3.0,0.0,211.0,14,1,0,12.0
2015-04-01,3.0,0.0,212.0,14,1,0,9.0
2015-04-01,3.0,0.0,213.0,14,1,0,5.0
2015-04-01,3.0,0.0,214.0,14,1,0,3.0
2015-04-01,3.0,0.0,215.0,14,1,0,7.0
2015-04-01,3.0,0.0,216.0,14,1,0,13.0
2015-04-01,3.0,0.0,217.0,14,1,0,0.0
2015-04-01,3.0,0.0,218.0,14,1,0,4.0
2015-04-01,3.0,0.0,219.0,14,1,0,9.0
2015-04-01,3.0,0.0,220.0,14,1,0,21.0
2015-04-01,3.0,0.0,221.0,14,1,0,20.0
2015-04-01,3.0,0.0,222.0,14,1,0,30.0
2015-04-01,3.0,0.0,223.0,14,1,0,7.0
2015-04-01,3.0,0.0,224.0,14,1,0,1.0
2015-04-01,3.0,0.0,225.0,14,1,0,6.0
2015-04-01,3.0,0.0,226.0,14,1,0,1.0
2015-04-01,3.0,0.0,227.0,14,1,0,0.0
2015-04-01,3.0,0.0,228.0,14,1,0,1.0
2015-04-01,3.0,0.0,229.0,14,1,0,0.0
2015-04-01,3.0,0.0,230.0,14,1,0,8.0
2015-04-01,3.0,0.0,231.0,14,1,0,3.0
2015-04-01,3.0,0.0,232.0,14,1,0,1.0
2015-04-01,3.0,0.0,233.0,14,1,0,10.0
2015-04-01,3.0,0.0,234.0,14,1,0,1.0
2015-04-01,3.0,0.0,235.0,14,1,0,0.0
2015-04-01,3.0,0.0,236.0,14,1,0,1.0
2015-04-01,3.0,0.0,251.0,14,1,0,34.0
2015-04-01,3.0,0.0,252.0,14,1,0,8.0
2015-04-01,3.0,0.0,253.0,14,1,0,8.0
2015-04-01,3.0,0.0,254.0,14,1,0,4.0
2015-04-01,3.0,0.0,256.0,14,1,0,27.0
2015-04-01,3.0,0.0,257.0,14,1,0,1.0
2015-04-01,3.0,0.0,258.0,14,1,0,14.0
2015-04-01,3.0,0.0,260.0,14,1,0,10.0
2015-04-01,3.0,0.0,261.0,14,1,0,12.0
2015-04-01,3.0,0.0,262.0,14,1,0,18.0
2015-04-01,3.0,0.0,263.0,14,1,0,49.0
2015-04-01,3.0,0.0,264.0,14,1,0,10.0
2015-04-01,3.0,0.0,265.0,14,1,0,32.0
2015-04-01,3.0,0.0,266.0,14,1,0,32.0
2015-04-01,3.0,0.0,267.0,14,1,0,39.0
2015-04-01,3.0,0.0,269.0,14,1,0,72.0
2015-04-01,3.0,0.0,270.0,14,1,0,63.0
2015-04-01,3.0,0.0,271.0,14,1,0,11.0
2015-04-01,3.0,0.0,272.0,14,1,0,14.0
2015-04-01,3.0,0.0,273.0,14,1,0,7.0
2015-04-01,3.0,0.0,274.0,14,1,0,26.0
2015-04-01,3.0,0.0,275.0,14,1,0,27.0
2015-04-01,3.0,0.0,276.0,14,1,0,8.0
2015-04-01,3.0,0.0,300.0,14,1,0,22.0
2015-04-01,3.0,0.0,301.0,14,1,0,46.0
2015-04-01,3.0,0.0,302.0,14,1,0,39.0
2015-04-01,3.0,0.0,303.0,14,1,0,54.0
2015-04-01,3.0,0.0,304.0,14,1,0,14.0
2015-04-01,3.0,0.0,305.0,14,1,0,38.0
2015-04-01,3.0,0.0,306.0,14,1,0,42.0
2015-04-01,3.0,0.0,308.0,14,1,0,11.0
2015-04-01,3.0,0.0,309.0,14,1,0,13.0
2015-04-01,3.0,0.0,310.0,14,1,0,64.0
2015-04-01,3.0,0.0,311.0,14,1,0,35.0
2015-04-01,3.0,0.0,312.0,14,1,0,46.0
2015-04-01,3.0,0.0,313.0,14,1,0,58.0
2015-04-01,3.0,0.0,314.0,14,1,0,57.0
2015-04-01,3.0,0.0,315.0,14,1,0,13.0
2015-04-01,3.0,0.0,316.0,14,1,0,19.0
2015-04-01,3.0,0.0,317.0,14,1,0,26.0
2015-04-01,3.0,0.0,318.0,14,1,0,26.0
2015-04-01,3.0,0.0,319.0,14,1,0,36.0
2015-04-01,3.0,0.0,320.0,14,1,0,88.0
2015-04-01,3.0,0.0,321.0,14,1,0,88.0
2015-04-01,3.0,0.0,322.0,14,1,0,79.0
2015-04-02,4.0,0.0,1.0,16,0,0,72.0
2015-04-02,4.0,0.0,2.0,16,0,0,20.0
2015-04-02,4.0,0.0,3.0,16,0,0,38.0
2015-04-02,4.0,0.0,5.0,16,0,0,78.0
2015-04-02,4.0,0.0,6.0,16,0,0,77.0
2015-04-02,4.0,0.0,7.0,16,0,0,44.0
2015-04-02,4.0,0.0,8.0,16,0,0,100.0
2015-04-02,4.0,0.0,9.0,16,0,0,112.0
2015-04-02,4.0,0.0,10.0,16,0,0,66.0
2015-04-02,4.0,0.0,12.0,16,0,0,42.0
2015-04-02,4.0,0.0,13.0,16,0,0,7.0
2015-04-02,4.0,0.0,14.0,16,0,0,37.0
2015-04-02,4.0,0.0,15.0,16,0,0,32.0
2015-04-02,4.0,0.0,16.0,16,0,0,56.0
2015-04-02,4.0,0.0,17.0,16,0,0,100.0
2015-04-02,4.0,0.0,18.0,16,0,0,31.0
2015-04-02,4.0,0.0,19.0,16,0,0,87.0
2015-04-02,4.0,0.0,20.0,16,0,0,48.0
2015-04-02,4.0,0.0,21.0,16,0,0,19.0
2015-04-02,4.0,0.0,22.0,16,0,0,15.0
2015-04-02,4.0,0.0,23.0,16,0,0,14.0
2015-04-02,4.0,0.0,24.0,16,0,0,10.0
2015-04-02,4.0,0.0,25.0,16,0,0,18.0
2015-04-02,4.0,0.0,26.0,16,0,0,0.0
2015-04-02,4.0,0.0,27.0,16,0,0,46.0
2015-04-02,4.0,0.0,28.0,16,0,0,28.0
2015-04-02,4.0,0.0,29.0,16,0,0,14.0
2015-04-02,4.0,0.0,30.0,16,0,0,38.0
2015-04-02,4.0,0.0,31.0,16,0,0,29.0
2015-04-02,4.0,0.0,32.0,16,0,0,23.0
2015-04-02,4.0,0.0,33.0,16,0,0,7.0
2015-04-02,4.0,0.0,34.0,16,0,0,44.0
2015-04-02,4.0,0.0,35.0,16,0,0,15.0
2015-04-02,4.0,0.0,36.0,16,0,0,49.0
2015-04-02,4.0,0.0,37.0,16,0,0,65.0
2015-04-02,4.0,0.0,38.0,16,0,0,37.0
2015-04-02,4.0,0.0,39.0,16,0,0,107.0
2015-04-02,4.0,0.0,40.0,16,0,0,41.0
2015-04-02,4.0,0.0,41.0,16,0,0,84.0
2015-04-02,4.0,0.0,42.0,16,0,0,106.0
2015-04-02,4.0,0.0,43.0,16,0,0,71.0
2015-04-02,4.0,0.0,44.0,16,0,0,94.0
2015-04-02,4.0,0.0,45.0,16,0,0,30.0
2015-04-02,4.0,0.0,46.0,16,0,0,16.0
2015-04-02,4.0,0.0,47.0,16,0,0,33.0
2015-04-02,4.0,0.0,48.0,16,0,0,35.0
2015-04-02,4.0,0.0,49.0,16,0,0,39.0
2015-04-02,4.0,0.0,50.0,16,0,0,109.0
2015-04-02,4.0,0.0,51.0,16,0,0,29.0
2015-04-02,4.0,0.0,53.0,16,0,0,94.0
2015-04-02,4.0,0.0,54.0,16,0,0,26.0
2015-04-02,4.0,0.0,55.0,16,0,0,59.0
2015-04-02,4.0,0.0,56.0,16,0,0,69.0
2015-04-02,4.0,0.0,57.0,16,0,0,49.0
2015-04-02,4.0,0.0,58.0,16,0,0,103.0
2015-04-02,4.0,0.0,60.0,16,0,0,50.0
2015-04-02,4.0,0.0,62.0,16,0,0,52.0
2015-04-02,4.0,0.0,63.0,16,0,0,15.0
2015-04-02,4.0,0.0,64.0,16,0,0,13.0
2015-04-02,4.0,0.0,65.0,16,0,0,35.0
2015-04-02,4.0,0.0,66.0,16,0,0,74.0
2015-04-02,4.0,0.0,67.0,16,0,0,69.0
2015-04-02,4.0,0.0,68.0,16,0,0,30.0
2015-04-02,4.0,0.0,69.0,16,0,0,27.0
2015-04-02,4.0,0.0,70.0,16,0,0,51.0
2015-04-02,4.0,0.0,71.0,16,0,0,40.0
2015-04-02,4.0,0.0,72.0,16,0,0,2.0
2015-04-02,4.0,0.0,73.0,16,0,0,40.0
2015-04-02,4.0,0.0,74.0,16,0,0,51.0
2015-04-02,4.0,0.0,75.0,16,0,0,23.0
2015-04-02,4.0,0.0,76.0,16,0,0,66.0
2015-04-02,4.0,0.0,77.0,16,0,0,10.0
2015-04-02,4.0,0.0,78.0,16,0,0,23.0
2015-04-02,4.0,0.0,79.0,16,0,0,13.0
2015-04-02,4.0,0.0,80.0,16,0,0,10.0
2015-04-02,4.0,0.0,81.0,16,0,0,35.0
2015-04-02,4.0,0.0,82.0,16,0,0,3.0
2015-04-02,4.0,0.0,83.0,16,0,0,10.0
2015-04-02,4.0,0.0,84.0,16,0,0,13.0
2015-04-02,4.0,0.0,85.0,16,0,0,11.0
2015-04-02,4.0,0.0,86.0,16,0,0,34.0
2015-04-02,4.0,0.0,87.0,16,0,0,11.0
2015-04-02,4.0,0.0,88.0,16,0,0,26.0
2015-04-02,4.0,0.0,89.0,16,0,0,1.0
2015-04-02,4.0,0.0,90.0,16,0,0,30.0
2015-04-02,4.0,0.0,91.0,16,0,0,12.0
2015-04-02,4.0,0.0,101.0,16,0,0,48.0
2015-04-02,4.0,0.0,104.0,16,0,0,25.0
2015-04-02,4.0,0.0,105.0,16,0,0,32.0
2015-04-02,4.0,0.0,112.0,16,0,0,48.0
2015-04-02,4.0,0.0,113.0,16,0,0,30.0
2015-04-02,4.0,0.0,116.0,16,0,0,15.0
2015-04-02,4.0,0.0,117.0,16,0,0,24.0
2015-04-02,4.0,0.0,118.0,16,0,0,32.0
2015-04-02,4.0,0.0,119.0,16,0,0,26.0
2015-04-02,4.0,0.0,120.0,16,0,0,36.0
2015-04-02,4.0,0.0,121.0,16,0,0,64.0
2015-04-02,4.0,0.0,122.0,16,0,0,35.0
2015-04-02,4.0,0.0,123.0,16,0,0,35.0
2015-04-02,4.0,0.0,124.0,16,0,0,49.0
2015-04-02,4.0,0.0,125.0,16,0,0,43.0
2015-04-02,4.0,0.0,126.0,16,0,0,45.0
2015-04-02,4.0,0.0,127.0,16,0,0,40.0
2015-04-02,4.0,0.0,128.0,16,0,0,29.0
2015-04-02,4.0,0.0,129.0,16,0,0,52.0
2015-04-02,4.0,0.0,130.0,16,0,0,12.0
2015-04-02,4.0,0.0,131.0,16,0,0,46.0
2015-04-02,4.0,0.0,132.0,16,0,0,79.0
2015-04-02,4.0,0.0,133.0,16,0,0,45.0
2015-04-02,4.0,0.0,134.0,16,0,0,68.0
2015-04-02,4.0,0.0,135.0,16,0,0,132.0
2015-04-02,4.0,0.0,136.0,16,0,0,111.0
2015-04-02,4.0,0.0,137.0,16,0,0,70.0
2015-04-02,4.0,0.0,138.0,16,0,0,18.0
2015-04-02,4.0,0.0,139.0,16,0,0,52.0
2015-04-02,4.0,0.0,140.0,16,0,0,43.0
2015-04-02,4.0,0.0,141.0,16,0,0,68.0
2015-04-02,4.0,0.0,142.0,16,0,0,48.0
2015-04-02,4.0,0.0,143.0,16,0,0,74.0
2015-04-02,4.0,0.0,144.0,16,0,0,53.0
2015-04-02,4.0,0.0,145.0,16,0,0,65.0
2015-04-02,4.0,0.0,146.0,16,0,0,97.0
2015-04-02,4.0,0.0,148.0,16,0,0,40.0
2015-04-02,4.0,0.0,149.0,16,0,0,167.0
2015-04-02,4.0,0.0,150.0,16,0,0,74.0
2015-04-02,4.0,0.0,151.0,16,0,0,51.0
2015-04-02,4.0,0.0,152.0,16,0,0,50.0
2015-04-02,4.0,0.0,153.0,16,0,0,52.0
2015-04-02,4.0,0.0,155.0,16,0,0,96.0
2015-04-02,4.0,0.0,156.0,16,0,0,103.0
2015-04-02,4.0,0.0,157.0,16,0,0,40.0
2015-04-02,4.0,0.0,158.0,16,0,0,44.0
2015-04-02,4.0,0.0,159.0,16,0,0,63.0
2015-04-02,4.0,0.0,160.0,16,0,0,99.0
2015-04-02,4.0,0.0,161.0,16,0,0,162.0
2015-04-02,4.0,0.0,162.0,16,0,0,68.0
2015-04-02,4.0,0.0,165.0,16,0,0,122.0
2015-04-02,4.0,0.0,168.0,16,0,0,131.0
2015-04-02,4.0,0.0,169.0,16,0,0,115.0
2015-04-02,4.0,0.0,170.0,16,0,0,146.0
2015-04-02,4.0,0.0,172.0,16,0,0,54.0
2015-04-02,4.0,0.0,173.0,16,0,0,169.0
2015-04-02,4.0,0.0,175.0,16,0,0,42.0
2015-04-02,4.0,0.0,176.0,16,0,0,42.0
2015-04-02,4.0,0.0,177.0,16,0,0,50.0
2015-04-02,4.0,0.0,178.0,16,0,0,85.0
2015-04-02,4.0,0.0,179.0,16,0,0,64.0
2015-04-02,4.0,0.0,180.0,16,0,0,83.0
2015-04-02,4.0,0.0,181.0,16,0,0,117.0
2015-04-02,4.0,0.0,182.0,16,0,0,111.0
2015-04-02,4.0,0.0,183.0,16,0,0,106.0
2015-04-02,4.0,0.0,184.0,16,0,0,121.0
2015-04-02,4.0,0.0,185.0,16,0,0,124.0
2015-04-02,4.0,0.0,186.0,16,0,0,192.0
2015-04-02,4.0,0.0,187.0,16,0,0,110.0
2015-04-02,4.0,0.0,188.0,16,0,0,102.0
2015-04-02,4.0,0.0,189.0,16,0,0,18.0
2015-04-02,4.0,0.0,190.0,16,0,0,58.0
2015-04-02,4.0,0.0,191.0,16,0,0,79.0
2015-04-02,4.0,0.0,194.0,16,0,0,66.0
2015-04-02,4.0,0.0,196.0,16,0,0,44.0
2015-04-02,4.0,0.0,197.0,16,0,0,53.0
2015-04-02,4.0,0.0,199.0,16,0,0,48.0
2015-04-02,4.0,0.0,201.0,16,0,0,11.0
2015-04-02,4.0,0.0,202.0,16,0,0,35.0
2015-04-02,4.0,0.0,203.0,16,0,0,14.0
2015-04-02,4.0,0.0,204.0,16,0,0,9.0
2015-04-02,4.0,0.0,205.0,16,0,0,0.0
2015-04-02,4.0,0.0,206.0,16,0,0,3.0
2015-04-02,4.0,0.0,207.0,16,0,0,11.0
2015-04-02,4.0,0.0,208.0,16,0,0,20.0
2015-04-02,4.0,0.0,209.0,16,0,0,20.0
2015-04-02,4.0,0.0,210.0,16,0,0,14.0
2015-04-02,4.0,0.0,211.0,16,0,0,13.0
2015-04-02,4.0,0.0,212.0,16,0,0,2.0
2015-04-02,4.0,0.0,213.0,16,0,0,2.0
2015-04-02,4.0,0.0,214.0,16,0,0,4.0
2015-04-02,4.0,0.0,215.0,16,0,0,13.0
2015-04-02,4.0,0.0,216.0,16,0,0,12.0
2015-04-02,4.0,0.0,217.0,16,0,0,2.0
2015-04-02,4.0,0.0,218.0,16,0,0,9.0
2015-04-02,4.0,0.0,219.0,16,0,0,7.0
2015-04-02,4.0,0.0,220.0,16,0,0,25.0
2015-04-02,4.0,0.0,221.0,16,0,0,35.0
2015-04-02,4.0,0.0,222.0,16,0,0,33.0
2015-04-02,4.0,0.0,223.0,16,0,0,6.0
2015-04-02,4.0,0.0,224.0,16,0,0,2.0
2015-04-02,4.0,0.0,225.0,16,0,0,4.0
2015-04-02,4.0,0.0,226.0,16,0,0,3.0
2015-04-02,4.0,0.0,227.0,16,0,0,0.0
2015-04-02,4.0,0.0,228.0,16,0,0,1.0
2015-04-02,4.0,0.0,229.0,16,0,0,0.0
2015-04-02,4.0,0.0,230.0,16,0,0,7.0
2015-04-02,4.0,0.0,231.0,16,0,0,6.0
2015-04-02,4.0,0.0,232.0,16,0,0,0.0
2015-04-02,4.0,0.0,233.0,16,0,0,3.0
2015-04-02,4.0,0.0,234.0,16,0,0,2.0
2015-04-02,4.0,0.0,235.0,16,0,0,3.0
2015-04-02,4.0,0.0,236.0,16,0,0,5.0
2015-04-02,4.0,0.0,251.0,16,0,0,42.0
2015-04-02,4.0,0.0,252.0,16,0,0,8.0
2015-04-02,4.0,0.0,253.0,16,0,0,7.0
2015-04-02,4.0,0.0,254.0,16,0,0,6.0
2015-04-02,4.0,0.0,256.0,16,0,0,38.0
2015-04-02,4.0,0.0,257.0,16,0,0,4.0
2015-04-02,4.0,0.0,258.0,16,0,0,18.0
2015-04-02,4.0,0.0,260.0,16,0,0,9.0
2015-04-02,4.0,0.0,261.0,16,0,0,8.0
2015-04-02,4.0,0.0,262.0,16,0,0,15.0
2015-04-02,4.0,0.0,263.0,16,0,0,35.0
2015-04-02,4.0,0.0,264.0,16,0,0,12.0
2015-04-02,4.0,0.0,265.0,16,0,0,35.0
2015-04-02,4.0,0.0,266.0,16,0,0,25.0
2015-04-02,4.0,0.0,267.0,16,0,0,40.0
2015-04-02,4.0,0.0,269.0,16,0,0,62.0
2015-04-02,4.0,0.0,270.0,16,0,0,70.0
2015-04-02,4.0,0.0,271.0,16,0,0,6.0
2015-04-02,4.0,0.0,272.0,16,0,0,10.0
2015-04-02,4.0,0.0,273.0,16,0,0,9.0
2015-04-02,4.0,0.0,274.0,16,0,0,25.0
2015-04-02,4.0,0.0,275.0,16,0,0,33.0
2015-04-02,4.0,0.0,276.0,16,0,0,13.0
2015-04-02,4.0,0.0,300.0,16,0,0,25.0
2015-04-02,4.0,0.0,301.0,16,0,0,48.0
2015-04-02,4.0,0.0,302.0,16,0,0,24.0
2015-04-02,4.0,0.0,303.0,16,0,0,43.0
2015-04-02,4.0,0.0,304.0,16,0,0,12.0
2015-04-02,4.0,0.0,305.0,16,0,0,41.0
2015-04-02,4.0,0.0,306.0,16,0,0,42.0
2015-04-02,4.0,0.0,308.0,16,0,0,13.0
2015-04-02,4.0,0.0,309.0,16,0,0,30.0
2015-04-02,4.0,0.0,310.0,16,0,0,68.0
2015-04-02,4.0,0.0,311.0,16,0,0,39.0
2015-04-02,4.0,0.0,312.0,16,0,0,43.0
2015-04-02,4.0,0.0,313.0,16,0,0,55.0
2015-04-02,4.0,0.0,314.0,16,0,0,58.0
2015-04-02,4.0,0.0,315.0,16,0,0,22.0
